Ticker,Tanggal,Total_Berita,Avg_Prob_Positif,Avg_Prob_Netral,Avg_Prob_Negatif,Skor_Sentimen_Final
ACES,2026-05-22,1,0.019765438969852344,0.9797095556146601,0.0005250054154875914,0.023318049629861178
ACES,2026-05-21,1,0.0018985819941316853,0.9974115580901731,0.0006898599156951699,0.0014648859826392922
ACES,2026-05-19,2,0.0030054608400091184,0.9959137663318196,0.001080772828171231,0.0023325862411168762
ACES,2026-05-18,2,0.018484183164615708,0.9806416479134107,0.0008741689219735754,0.02134209631670896
ACES,2026-05-14,1,0.0027185079522777677,0.9955863399161111,0.0016951521316111117,0.0012402351406420923
ACES,2026-05-13,1,0.001657694918925574,0.997679884091728,0.0006624209893463967,0.001206201867523377
ACES,2026-05-12,2,0.0035981235826540053,0.9959312751151304,0.00047060130221559756,0.0037903366131380916
ACES,2026-05-10,1,0.0013364175097074764,0.990782439362683,0.007881143127609576,-0.007931746254098569
ACES,2026-05-09,1,0.9052102602000995,0.014709962628080693,0.08007977717181974,1.0
ACES,2026-05-08,3,0.0024832237753826206,0.9966546320097315,0.000862144214885937,0.001964634192821506
ACES,2026-05-06,3,0.06562692532788945,0.9325926415150952,0.0017804331570152655,0.07737744936601255
ACES,2026-05-05,3,0.013470872534749982,0.9856466989042534,0.0008824285609967222,0.01525630701165335
ACES,2026-05-03,1,0.005250885751623147,0.9942730324096786,0.0004760818386982457,0.005786725870799338
ACES,2026-05-02,1,0.006334409271614682,0.9931866633857528,0.00047892734263249044,0.007096431472865009
ACES,2026-05-01,2,0.02839627219923001,0.9710790091438952,0.0005247186568747541,0.03377835883612606
